Latium,ItLatCA
Latium,ItLatBA
Latium,ItLatIA
Latium,ItRomRg
Latium,ItRomER
Latium,ItRomMR
Latium,ItRomLR
Latium,ItRomPr
Latium,TrRomDm
Latium,ItRomWe
Latium,ItOstrg
Latium,ItRav**
Latium,ItStPet
Latium,ItPapEM
Latium,ItPapHM
Latium,ItPapRn
Latium,ItPapM1
Latium,ItPapM2
Paris Basin,FrBeakr
Paris Basin,FrAtlBA
Paris Basin,FrHallA
Paris Basin,FrHallB
Paris Basin,FrHallC
Paris Basin,FrHallD
Paris Basin,FrTeneA
Paris Basin,FrTeneB
Paris Basin,FrTeneC
Paris Basin,ItRomPr
Paris Basin,TrRomDm
Paris Basin,TrERom*
Paris Basin,FrMervE
Paris Basin,FrMervM
Paris Basin,FrMervL
Paris Basin,FrCarlE
Paris Basin,FrCarlL
Paris Basin,FrCaptE
Paris Basin,FrCaptL
Paris Basin,FrValoE
Paris Basin,FrValoL
Paris Basin,FrBurbE
Paris Basin,FrBurbL
Iceland,IsCommw
Iceland,NorKing
Crete,GrCrNeo
Crete,GrCrPre
Crete,GrCrOPa
Crete,GrCrNPa
Crete,GrCrMPa
Crete,GrCrPPa
Crete,GrCrFPa
Crete,GrCrGeo
Crete,GrCrArc
Crete,GrCrCls
Crete,GrCrHel
Crete,ItRomPr
Crete,TrRomDm
Crete,TrERom*
Crete,TrByzM1
Crete,GrCrEmr
Crete,TrByzM2
Crete,TrByzM3
Crete,ItVenR3
Crete,ItVenR4
Crete,TrOttm4
Upper Egypt,EgBadar
Upper Egypt,EgNaqa1
Upper Egypt,EgNaqa2
Upper Egypt,EgNaqa3
Upper Egypt,EgDyn1*
Upper Egypt,EgDyn2*
Upper Egypt,EgOldK1
Upper Egypt,EgOldK2
Upper Egypt,EgRegns
Upper Egypt,EgMidKg
Upper Egypt,EgThebH
Upper Egypt,EgNKThu
Upper Egypt,EgNKRam
Upper Egypt,EgThebL
Upper Egypt,SdKusht
Upper Egypt,EgSaite
Upper Egypt,IrAchae
Upper Egypt,EgIntOc
Upper Egypt,EgPtol1
